"Inventarnummer","Joins","Image-link","Publikation","CTH","Fundort","Zeit","TLHdig","Anmerkungen"
"Bo 69/857",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 69/857)","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2069%2F857); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2069%2F857)","KBo 22.63 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=63)","291.I.b.A | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I:  Tempel I, Schutthalde vor Mag. 5-9. - grauer gebr. Ton","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.63)","s. H.A. Hoffner, Laws, 1997 (Sigel B); id., FsdeRoos, 2006, 190;  ↂ s. H.A. Hoffner, Laws, 1997 (Sigel B); id., FsdeRoos, 2006, 190; vgl. E. Neu, StBoT 26, 1983, 286 Anm. 9; G. Beckman, GsSchwartz, 1988, 99-106; V. Haas, HbOr I/15, 1994, 537 Anm. 375; R. Arnott, Disease, 2002, 45; P. Dardano, OrNS 71, 2002, 375; H. Hoffner - C. Melchert, GsImparati, 2002, 380; M. Zinko, 5. IKH, 2002; E. Rieken, KZ 117, 2004, 182 Anm. 7; I. Yakubovich, JNES 65, 2006, 40, 47; id., Luvian, 2010, 362; id., CHANE 64, 2013, 112; P.M. Goedegebuure, BiOr 64, 2007, 46; ead., Kategorien, 2009, 104; ead., StBoT 55, 2014, 348, 363, 365, 373, 425, 477, 488; S. Patri, StBoT 49, 2007, 78, 123; J. Puhvel, KZ 120, 2007, 63; D. Groddek, DBH 24, 2008, 64f.; R. Haase, AoF 37, 2010, 109-112; D.R.M. Campbell, Complicating, 2011, 163; A.V. Sideltsev, AoF 38, 2011, 82, 85-87; A. Kloekhorst, StBoT 56, 2014, 425; B. Christiansen, ZAR 21, 2015, 61, 95; F. Giusfredi, GVA 28, 2015, 142f.; M. Cajnko, ZA 106, 2016, 223, 227; ead., Sprache 52, 2016/2017, 27; ead., AoF 45, 2018, 45; P. Cotticelli-Kurras, FsTischler, 2016, 34; E. Rieken, Partizip, 2017, 400."
"Bo 69/857","+VAT 12889","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=VAT%2012889)","KBo 6.3 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=3)",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *:  Fundort bestimmt durch Join","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.3)","."
"Bo 70/208",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2070%2F208); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2070%2F208)","KBo 22.66 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=22&n=66)","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I:  J/19, Grosser Tempel, Suchschnitt II/1 Stratum 2, d.i. Çakıl-- und Steinschutt vor Tempelterrasse. - hellrötlichbraun gebrannter, fein geschlämmter Ton mit Resten eines beige-weissl. Überzuges","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 22.66)","s. H. Otten, ZA 61, 1971, 240f.; H.A. Hoffner, Laws, 1997, 157ff. (Sigel z); D. Groddek, DBH 24, 2008, 67f. ↂ s. H. Otten, ZA 61, 1971, 240f.; H.A. Hoffner, Laws, 1997, 157ff. (Sigel z); D. Groddek, DBH 24, 2008, 67f."
"Bo 92/113",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2092%2F113); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2092%2F113)","KBo 31.63","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Bk. K:  Büyükkale, Gebäude K-West, im alten Grabungsschutt auf dem phrygischen Pflaster. - Ziegelroter, fein geschlämmter Ton mit einigen Sandkörnchen gemagert.","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 31.63)","s. H.A. Hoffner, Laws, 1997, 109-111, 163 mit Anm. 588 (Sigel l). ↂ s. H.A. Hoffner, Laws, 1997, 109-111, 163 mit Anm. 588 (Sigel l)."
"Bo 92/144",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%2092%2F144); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=Bo%2092%2F144)","KBo 42.79","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Oberstadt:  Südburg, Nordwestbereich, N/13 - a/10. In Schutterde der obersten phrygischen Bauschicht. - Dunkelroter, fein gemagerter Ton.","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 42.79)","."
"E 169",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=E%20169)","KBo 65.169","292.II | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  s. G. Wilhelm, KBo 65, S. III: ""... im alten Grabungsschutt vor den Ostmagazinen des Großen Tempels"".","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 65.169)","Dupl. KBo 6.26 I 14-19 (Hinweis J.L.Miller, 15.10.2018). ↂ Dupl. KBo 6.26 I 14-19 (Hinweis J.L.Miller, 15.10.2018). | KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26); KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26)"
"E 569",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=E%20569); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=E%20569)","KBo 66.239","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I:  G. Wilhelm, KBo 66, 2015, III: ""... aus den Grabungen vor den Ostmagazinen des Großen Tempels""","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 66.239)","Dupl. KBo 6.26 I 41-44 = Hoffner,  Laws §§ 167-168/*52-*53 (Hinweis J.L. Miller, 20.3.2018). ↂ Dupl. KBo 6.26 I 41-44 = Hoffner,  Laws §§ 167-168/*52-*53 (Hinweis J.L. Miller, 20.3.2018). | KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26); KBo 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 6.26)"
"E 931",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=E%20931); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=E%20931)","KBo 67.269","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I:  Großer Tempel, Magazin 10 (30.8.1967)","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 67.269)","s. D. Prechel, FsFreydank, 2019, 242f. - Par. Gesetze § 163 (Hinweis D. Prechel, 18.11.2014). ↂ s. D. Prechel, FsFreydank, 2019, 242f. - Par. Gesetze § 163 (Hinweis D. Prechel, 18.11.2014)."
"E 1006",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=E%201006)","KBo 68.10","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","T.I:  T.I, Magazin 10","k.A.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 68.10)","Cf. KUB 31.67, KUB 23.106. ↂ Cf. KUB 31.67, KUB 23.106. | KUB 31.67 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 31.67); KUB 23.106 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 23.106); KUB 31.67 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 31.67); KUB 23.106 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 23.106)"
"E 1118",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=E%201118)","KBo 68.11","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","T.I:  T.I, Magazin 13","k.A.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 68.11)","Cf. KBo 8.32. ↂ Cf. KBo 8.32. | KBo 8.32 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 8.32); KBo 8.32 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 8.32)"
"EBo 4",".","3D |  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=EBo%204); 3D (https://www.hethport.uni-wuerzburg.de/hetkonk/3dprp.php?p=EBo%204)","KBo 70.12","292.I.b | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša:  Ḫattuša 1962","k.A.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 70.12)","Dupl. KBo 14.66+ II 4´-7´ (Laws §§ 150-152); Hinweis J.L. Miller (20.3.2019). ↂ Dupl. KBo 14.66+ II 4´-7´ (Laws §§ 150-152); Hinweis J.L. Miller (20.3.2019). | KBo 14.66 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 14.66); KBo 14.66 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 14.66)"
"NBC 11803",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=NBC%2011803)","HFAC 4","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","---","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=HFAC 4)","s. H.A. Hoffner, Laws, 1997, 164 (Sigel bb; das gleiche Sigel trägt auch KBo 19.8 = 664/u). ↂ s. H.A. Hoffner, Laws, 1997, 164 (Sigel bb; das gleiche Sigel trägt auch KBo 19.8 = 664/u). | KBo 19.8 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 19.8); 664/u (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=664/u); KBo 19.8 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KBo 19.8); 664/u (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=664/u)"
"NBC 11816",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=NBC%2011816)","HFAC 5","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","---","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=HFAC 5)","s. H.A. Hoffner, Laws, 1997, 163 (Sigel s). ↂ s. H.A. Hoffner, Laws, 1997, 163 (Sigel s)."
"RS 17.109",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=RS%2017.109)","(publ.)","296 | 296 (javascript:inf('../CTH/cthfix.php?c=296','CTH'))","Ugarit:  Palace southern archive","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=RS 17.109)","s. R. Haase, UF 3, 1971, 71-74; E. von Schuler, UF 3, 1971, 223-234; P. Cotticelli-Kurras, THeth 18, 1991, 101, 162; M. Salvini, SMEA 36, 1995, 144-146 mit Pl. I-II (Autographie und Photo); I. Márquez Rowe, HbOr I/39, 420-422;  ↂ s. R. Haase, UF 3, 1971, 71-74; E. von Schuler, UF 3, 1971, 223-234; P. Cotticelli-Kurras, THeth 18, 1991, 101, 162; M. Salvini, SMEA 36, 1995, 144-146 mit Pl. I-II (Autographie und Photo); I. Márquez Rowe, HbOr I/39, 420-422; vgl. C. Kühne - H. Otten, StBoT 16, 1971, 39; H. Berman, Diss., 1972, 30; G.M. Beckman, StBoT 29, 1983, 52; J. Freu, Ugarit, 2006, 99; id., Apogée, 2008, 252; S. Patri, StBoT 49, 2007, 130; P. Dardano, OrNS 77, 2008, 66; Ch. Lebrun, PIOL 66, 2014, 32, 158f.; Sh. Gordin, StBoT 59, 2015, 36, 207; G. Torri, WZKM 107, 2017, 377."
"VAT 6178",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=VAT%206178)","VSNF 12.127","292 | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=VSNF 12.127)","s. D. Groddek et al., DBH 6, 2002, 180. ↂ s. D. Groddek et al., DBH 6, 2002, 180."
"VAT 7417",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=VAT%207417)","VSNF 12.133","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=VSNF 12.133)","s. D. Groddek et al., DBH 6, 2002, 188. ↂ s. D. Groddek et al., DBH 6, 2002, 188."
"VAT 7689",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=VAT%207689)","KUB 43.76","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 43.76)","ↂ  vgl. H. Otten, StBoT 15, 1971, 31."
"VAT 13045",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=VAT%2013045)","VSNF 12.128","297.? | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=VSNF 12.128)","s. D. Groddek et al., DBH 6, 2002, 181f.;  ↂ s. D. Groddek et al., DBH 6, 2002, 181f.; vgl. G. Barjamovic, CNI 38, 2011, 289 Anm. 1148."
